 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146,Mean147,Mean148,Mean149,Mean150,Mean151,Mean152,Mean153,Mean154,Mean155,Mean156,Mean157,Mean158,Mean159,Mean160,Mean161,Mean162,Mean163,Mean164,Mean165,Mean166,Mean167,Mean168,Mean169,Mean170,Mean171,Mean172,Mean173,Mean174,Mean175,Mean176,Mean177,Mean178,Mean179,Mean180,Mean181,Mean182,Mean183,Mean184,Mean185,Mean186,Mean187,Mean188,Mean189,Mean190,Mean191,Mean192,Mean193,Mean194,Mean195,Mean196,Mean197,Mean198,Mean199,Mean200,Mean201,Mean202,Mean203,Mean204,Mean205,Mean206,Mean207,Mean208,Mean209,Mean210,Mean211,Mean212,Mean213,Mean214,Mean215,Mean216,Mean217,Mean218,Mean219,Mean220,Mean221,Mean222,Mean223,Mean224,Mean225,Mean226,Mean227,Mean228,Mean229,Mean230,Mean231,Mean232,Mean233,Mean234,Mean235,Mean236,Mean237,Mean238,Mean239,Mean240,Mean241,Mean242,Mean243,Mean244,Mean245,Mean246,Mean247,Mean248,Mean249,Mean250,Mean251,Mean252,Mean253,Mean254,Mean255,Mean256,Mean257,Mean258,Mean259,Mean260,Mean261,Mean262,Mean263,Mean264,Mean265,Mean266,Mean267,Mean268,Mean269,Mean270,Mean271,Mean272,Mean273,Mean274,Mean275,Mean276,Mean277,Mean278,Mean279,Mean280,Mean281,Mean282,Mean283,Mean284,Mean285,Mean286,Mean287,Mean288,Mean289,Mean290,Mean291,Mean292,Mean293,Mean294,Mean295,Mean296,Mean297,Mean298,Mean299
146,55.989,52.206,44.661,40.565,37.617,45.307,45.746,57.430,35.308,51.421,34.450,61.317,65.861,35.137,49.068,52.408,42.888,50.946,46.156,37.232,56.260,45.113,71.441,66.950,52.271,43.709,36.947,39.705,44.875,53.639,39.385,54.780,46.293,40.037,55.040,41.498,39.776,47.002,45.892,41.472,55.916,44.999,47.734,47.932,68.351,66.845,82.262,41.131,45.729,67.803,57.160,53.414,76.266,68.152,46.770,57.399,55.500,41.412,61.910,37.303,65.672,57.100,44.025,49.056,74.031,61.851,39.635,71.688,60.275,53.933,56.169,44.241,40.778,83.611,59.390,57.895,53.278,66.967,44.533,40.775,55.588,64.899,40.432,76.479,82.658,79.880,50.425,82.440,46.058,78.566,64.372,74.235,67.087,45.368,55.903,55.158,67.959,51.912,60.351,50.252,86.712,48.916,55.618,45.894,81.310,42.891,60.315,53.380,62.435,67.558,83.578,84.781,56.747,55.459,40.469,45.600,47.628,64.894,49.599,40.182,77.511,64.394,70.691,57.502,56.814,73.400,66.557,42.380,90.882,70.438,44.893,41.705,70.220,50.788,46.360,41.068,48.783,75.389,56.974,73.163,83.871,45.035,44.668,44.627,38.991,47.166,39.044,62.752,48.796,54.339,42.325,65.896,73.279,54.044,54.292,91.678,66.058,64.056,75.426,86.334,46.063,37.672,64.355,53.167,40.143,54.307,97.244,67.443,43.321,47.497,55.686,68.993,55.299,63.286,43.854,53.731,53.591,48.295,66.539,45.328,43.770,49.093,56.201,51.523,55.409,49.833,46.716,57.721,53.902,77.812,43.235,56.348,40.500,43.913,45.083,41.953,42.704,37.452,40.900,43.305,84.669,65.139,57.152,69.031,69.478,47.447,47.727,68.075,42.788,37.750,110.586,62.903,60.455,78.419,36.822,60.922,65.589,39.262,53.408,58.213,38.778,62.998,42.295,36.721,37.516,38.969,64.538,78.284,49.445,35.946,37.910,62.516,88.772,68.068,49.266,50.543,44.024,46.235,52.511,62.107,45.731,42.064,39.748,46.085,63.796,51.804,43.062,50.702,38.492,40.781,47.412,43.045,76.502,71.622,60.738,76.771,50.337,72.433,40.646,54.539,38.539,74.353,93.285,41.441,56.713,56.094,55.295,54.176,49.449,39.440,42.500,40.264,57.371,42.550,43.732,53.900,55.461,42.860,43.581,62.593,41.479,59.135,53.542,41.042,52.613,44.687,69.849,41.744,54.992,47.022,44.012,39.216,40.111,52.419,46.977,54.791,49.712,36.184,40.419
147,56.211,52.231,44.539,40.643,37.544,45.518,45.569,57.340,35.466,51.440,34.292,61.824,65.843,35.535,49.147,52.484,42.789,50.674,46.279,37.420,56.148,45.050,71.655,66.483,52.217,43.746,36.821,39.666,45.131,53.807,39.481,55.007,46.342,39.701,55.241,41.674,39.656,47.035,45.562,41.373,55.869,45.250,47.958,48.258,68.355,67.024,81.988,41.038,45.672,67.578,56.283,53.819,75.269,67.968,46.662,57.447,55.493,42.378,62.396,37.398,65.725,57.023,44.451,48.812,74.022,61.835,39.759,70.922,60.799,53.676,56.138,44.250,40.863,83.918,58.293,58.383,53.945,67.013,44.437,40.549,55.368,64.122,40.488,76.607,83.338,79.520,50.346,82.082,46.046,78.522,64.146,74.001,67.278,45.387,55.711,55.291,68.015,51.677,60.267,50.426,86.358,48.801,55.400,46.213,81.309,42.855,61.132,53.422,62.750,67.571,83.775,84.596,56.829,55.398,40.571,45.696,47.492,65.009,49.593,40.073,77.591,64.232,70.919,58.314,57.227,73.773,66.448,41.991,90.380,70.149,44.869,42.417,69.863,50.713,46.225,41.113,48.572,75.104,56.690,72.909,83.923,44.917,44.861,44.602,38.833,46.930,39.066,63.007,48.831,54.160,42.430,65.467,73.363,52.581,54.329,91.974,66.251,64.038,75.515,86.618,45.582,37.809,64.143,53.454,40.278,54.518,97.278,67.292,43.124,47.238,55.471,69.538,55.154,63.048,43.824,53.613,53.425,48.347,66.490,45.679,44.074,49.086,55.946,51.241,54.654,49.666,46.710,56.998,53.637,77.611,43.640,56.432,40.516,44.049,45.257,41.909,42.707,37.218,40.836,43.274,84.885,64.969,57.175,69.197,69.091,47.981,47.517,68.050,42.841,38.456,111.362,63.319,60.497,78.283,36.779,61.026,65.534,39.415,53.197,58.411,38.827,63.347,42.526,36.912,37.583,38.989,64.895,77.938,49.148,35.961,37.864,62.590,88.771,68.799,49.068,50.419,43.982,46.203,52.471,61.992,45.489,42.257,39.651,45.985,63.491,51.779,42.836,50.785,38.545,40.569,47.603,43.033,75.986,71.736,60.832,76.931,50.545,72.769,40.584,54.538,38.424,74.618,93.053,41.423,56.983,56.085,55.269,54.359,49.365,39.430,42.475,40.267,57.405,42.631,43.768,53.666,55.217,42.780,43.393,63.032,41.740,59.194,53.431,40.994,52.559,44.776,69.686,41.954,55.405,47.074,43.909,39.292,40.334,52.592,47.160,54.576,49.646,35.970,40.500
148,56.005,52.151,44.694,40.672,37.225,45.825,45.814,57.435,35.310,51.485,34.330,62.066,65.733,35.304,48.897,53.327,42.686,50.662,46.233,37.270,55.974,45.269,71.569,66.273,52.365,43.682,36.802,39.780,44.925,53.585,39.244,55.024,46.434,39.416,54.988,41.744,39.574,47.147,45.946,41.302,56.150,45.324,48.214,47.958,68.209,67.031,81.629,41.000,45.622,67.163,56.151,53.981,74.175,67.560,46.666,57.301,55.386,41.720,62.257,37.644,65.311,56.882,44.430,49.413,73.990,61.948,39.531,70.282,60.830,53.552,56.082,45.271,40.715,83.363,57.510,58.313,54.294,66.981,44.544,40.303,55.203,64.019,40.372,76.755,83.334,79.409,50.578,81.771,46.171,78.813,63.971,73.504,67.223,45.409,55.403,55.200,67.608,51.697,60.316,50.809,86.014,48.951,55.271,46.159,81.273,42.862,61.934,53.611,63.305,67.777,83.070,84.317,57.074,55.317,40.708,45.876,47.245,65.125,49.473,40.042,79.364,64.470,71.087,58.479,57.357,73.689,66.796,42.052,90.349,70.149,44.821,42.602,70.049,50.662,46.109,40.997,48.661,75.558,57.156,72.882,84.164,44.909,44.792,44.799,39.424,47.780,38.994,63.718,49.385,54.025,42.443,65.787,73.672,51.335,54.451,91.876,66.123,64.292,75.433,86.276,45.152,37.747,64.195,53.741,40.361,54.204,96.669,67.525,43.161,47.161,55.362,69.370,55.084,63.170,43.812,53.576,53.279,48.436,66.322,45.441,43.931,49.229,55.515,51.002,54.608,49.324,46.754,56.441,53.171,77.610,43.774,56.554,40.695,43.794,45.333,41.789,42.965,36.993,40.766,43.040,85.121,65.214,57.189,69.798,69.149,48.064,47.599,67.892,42.956,38.404,111.419,63.166,60.273,77.624,36.884,61.162,65.472,39.611,53.242,58.352,38.903,63.496,43.206,36.857,37.845,38.787,65.141,77.244,49.185,36.007,37.938,62.416,88.741,69.122,48.814,50.285,43.828,46.145,52.742,61.920,45.689,42.210,40.235,45.777,63.341,51.928,42.889,50.856,38.609,40.463,47.699,43.187,75.655,71.686,60.908,77.005,50.453,72.923,40.621,54.946,38.653,74.496,92.993,41.403,56.771,56.218,55.452,53.826,49.246,39.513,42.638,40.380,57.308,42.723,43.889,53.821,54.991,42.931,43.508,63.036,41.705,59.269,53.500,40.913,52.271,44.750,69.794,41.920,55.532,47.224,43.848,38.826,40.075,52.456,46.869,54.702,49.760,36.239,40.233
149,56.124,52.087,44.563,40.765,37.050,45.750,45.796,57.484,35.301,51.514,34.357,62.366,65.755,35.217,48.872,53.309,42.489,50.695,45.869,37.305,55.896,45.269,71.635,65.980,52.532,43.710,36.697,39.628,44.752,53.320,39.538,54.888,46.393,39.546,54.625,41.592,39.619,47.029,45.739,41.242,55.949,45.366,48.732,48.064,68.025,67.158,81.337,41.134,45.623,67.407,56.189,53.772,73.783,67.834,46.388,57.147,55.428,41.851,62.111,37.505,65.543,56.704,44.595,49.386,73.995,62.272,39.643,70.186,61.018,53.484,55.980,45.474,40.800,83.409,56.895,58.306,54.185,67.152,44.473,40.376,55.164,63.696,40.252,77.019,82.717,79.222,50.479,81.139,45.893,78.614,63.817,72.887,67.219,45.560,55.055,55.310,67.694,51.884,60.577,50.859,85.665,48.932,55.051,46.261,81.043,42.759,61.816,53.749,63.567,67.687,82.762,83.572,57.874,55.088,40.734,45.702,47.457,65.249,49.337,39.992,79.615,64.455,71.217,58.737,56.754,74.062,66.811,42.164,90.355,70.294,44.999,42.296,70.032,50.533,46.350,40.915,48.931,75.258,57.118,73.458,83.734,44.928,45.126,44.811,39.965,47.523,39.026,63.586,49.415,53.990,42.334,65.813,73.645,50.624,54.524,91.976,66.149,64.649,75.526,86.416,45.230,37.761,64.125,54.935,40.484,54.267,96.538,68.244,43.726,47.228,55.148,69.307,54.771,63.547,43.995,53.659,53.508,48.354,66.354,45.459,44.127,49.226,55.400,50.922,54.381,49.291,46.797,56.180,53.521,77.683,43.701,56.501,40.547,43.820,45.435,41.721,42.654,37.269,40.657,42.905,85.195,65.072,57.275,70.179,68.801,48.036,47.791,67.907,42.878,38.344,111.341,63.124,60.202,77.504,37.000,60.747,65.638,39.462,53.053,58.252,38.845,63.358,42.976,37.075,37.900,38.965,65.317,76.706,49.265,35.795,38.032,62.795,89.100,69.052,48.949,50.275,43.736,46.166,53.006,61.601,46.301,42.164,40.315,46.143,63.520,51.899,42.714,50.813,38.817,40.379,47.587,43.167,76.266,71.652,60.703,76.857,53.360,72.845,40.545,54.753,38.673,74.304,92.719,41.602,57.090,56.282,55.686,53.889,49.290,39.438,42.584,40.336,57.341,43.091,43.968,53.967,55.062,42.837,43.492,63.403,41.735,59.421,53.646,40.961,52.339,44.644,69.904,41.912,55.316,47.625,44.108,38.569,40.127,52.679,46.580,54.847,49.580,36.318,40.170
150,55.743,52.184,44.593,40.693,37.760,45.737,45.810,57.342,35.254,51.650,34.175,62.230,65.364,35.177,48.894,52.832,42.558,50.634,45.980,37.183,55.753,45.263,71.465,65.329,52.649,43.506,36.822,39.519,44.656,53.281,39.006,54.927,46.337,39.406,54.202,41.375,39.730,46.944,45.508,41.321,55.338,45.650,48.318,48.053,68.041,67.071,81.719,40.422,45.489,66.873,56.378,53.551,74.010,67.333,46.305,56.545,55.334,41.504,62.323,37.488,65.706,57.363,44.453,49.148,73.742,62.624,39.563,70.875,68.863,53.486,56.093,45.004,40.533,83.496,56.646,65.871,55.395,66.914,44.366,40.200,55.698,63.089,40.492,76.556,83.072,78.568,50.464,81.333,45.739,77.987,63.476,71.954,67.205,45.429,54.947,55.258,67.759,51.373,60.443,50.713,85.492,48.937,55.390,46.227,81.098,43.021,61.584,53.709,63.577,68.022,81.915,82.474,58.142,55.335,40.659,45.607,47.450,65.657,49.382,39.917,78.832,64.614,70.820,58.829,56.766,74.582,66.859,42.962,90.147,69.753,44.867,42.039,70.572,50.620,46.615,40.823,49.115,75.395,56.791,73.868,83.442,45.074,45.177,44.767,39.609,47.149,38.924,63.350,49.004,54.262,42.345,65.406,73.584,50.737,54.469,91.986,66.061,64.649,75.689,86.290,44.984,37.709,63.739,54.325,40.358,54.270,96.710,68.906,43.336,47.003,55.003,69.015,54.629,63.635,43.968,53.373,53.290,48.437,66.389,45.304,44.011,49.063,55.244,51.028,54.372,49.227,46.874,56.186,53.256,77.640,43.817,56.828,40.359,43.736,45.037,41.605,42.780,37.156,40.623,43.179,85.030,64.877,57.264,70.796,68.808,47.962,47.581,67.890,42.684,38.353,111.105,63.188,60.073,76.967,37.004,60.432,65.464,39.316,52.974,58.389,38.765,63.256,43.172,37.143,38.158,39.004,66.385,76.830,49.288,35.911,38.057,62.890,89.619,68.286,48.584,50.589,43.807,45.874,53.108,61.251,46.395,42.100,40.645,45.745,63.577,52.106,42.586,50.425,38.537,40.222,47.718,43.209,77.003,72.662,60.458,77.744,55.192,72.510,40.364,54.533,38.803,74.463,92.675,41.928,57.106,56.097,56.289,54.259,49.688,39.565,42.662,40.194,57.602,42.970,43.887,53.818,54.867,42.603,43.524,63.633,41.507,59.414,53.647,40.920,52.686,44.710,69.836,41.965,55.045,48.011,43.954,38.272,40.366,52.535,47.149,54.949,49.375,36.234,40.267
151,55.651,52.144,44.537,40.552,38.477,45.794,45.881,57.258,35.212,51.562,34.183,61.964,65.511,35.224,48.865,52.790,42.546,50.425,45.787,37.362,55.799,45.319,71.226,64.738,52.864,43.519,36.898,39.624,44.487,53.303,38.904,55.244,46.280,39.360,54.194,41.258,39.858,46.979,45.395,41.329,55.312,45.369,47.864,48.146,67.727,67.084,81.673,41.440,45.395,66.591,55.984,53.413,74.096,67.457,46.244,56.392,55.071,41.754,62.733,37.271,65.629,57.261,44.406,49.087,73.590,62.386,39.511,73.310,78.942,53.477,55.917,44.823,40.740,83.649,56.234,76.617,57.011,66.817,44.247,40.115,56.203,62.955,40.518,76.171,82.220,78.202,50.402,81.875,45.938,77.505,63.539,71.694,67.555,45.308,54.619,55.218,67.524,51.434,60.498,50.543,85.387,48.858,55.803,46.125,81.386,43.138,61.643,53.820,63.764,67.779,81.837,82.055,58.020,54.972,40.725,45.490,47.139,66.005,48.985,40.083,77.810,65.284,70.494,58.714,56.837,75.079,66.499,42.689,89.793,69.623,44.863,41.741,70.716,50.645,46.808,40.852,49.343,75.054,57.089,73.568,83.180,45.022,45.081,44.505,39.524,47.110,38.966,63.248,48.675,55.510,42.510,65.066,73.000,50.368,54.499,91.756,66.221,64.560,75.137,86.434,45.034,37.939,63.409,54.032,40.046,54.083,96.549,69.026,42.847,47.335,54.995,69.087,54.336,63.850,43.804,53.318,53.199,48.353,66.400,45.252,44.531,49.062,54.980,50.740,54.485,49.473,46.906,56.287,52.798,77.624,43.682,57.142,40.588,43.849,45.020,41.709,42.604,37.104,40.617,43.125,84.598,64.700,57.379,70.880,68.693,47.986,48.302,67.817,42.893,38.082,111.011,63.675,59.937,76.549,37.052,59.899,65.707,39.239,52.695,58.114,38.731,62.899,43.171,37.347,37.729,38.752,66.008,77.356,49.634,36.447,38.337,62.457,90.089,67.914,48.285,51.303,43.782,45.975,53.121,61.211,46.414,42.064,41.142,45.531,63.499,52.221,42.639,50.605,38.444,40.353,47.438,43.281,77.066,72.224,60.595,77.602,53.793,72.107,40.319,54.687,38.691,74.219,92.559,41.844,57.015,56.029,56.863,54.185,49.648,39.651,42.679,40.179,57.806,42.929,43.837,53.847,54.493,42.815,45.481,63.794,41.595,59.337,53.602,41.086,52.450,44.662,70.190,41.921,55.034,47.965,44.143,38.266,40.049,52.412,47.120,54.795,49.453,36.532,39.959
152,55.749,52.123,44.635,40.542,38.102,46.118,46.051,57.183,35.612,51.546,34.280,62.124,65.509,35.001,48.743,52.694,42.431,50.170,45.723,37.322,55.952,45.410,71.251,65.306,52.739,43.399,37.075,39.566,44.494,53.473,38.942,55.443,46.287,39.592,54.032,40.982,39.584,46.888,45.330,41.250,55.294,45.227,47.800,47.905,67.435,67.312,81.414,42.277,45.366,67.124,55.673,53.214,73.886,67.137,46.029,56.131,54.839,41.207,62.288,37.323,65.334,57.029,44.090,49.191,73.167,62.295,39.371,73.103,75.830,53.471,55.805,44.741,40.743,83.638,55.987,73.726,56.720,66.903,44.352,40.014,56.136,63.376,40.452,76.113,81.286,78.125,50.563,81.096,46.034,77.558,63.405,72.043,67.566,45.133,54.534,55.452,67.696,51.522,60.364,50.579,85.151,48.775,56.138,46.225,81.464,42.969,61.385,53.774,63.585,67.300,81.767,82.421,58.007,54.859,40.697,45.448,47.042,66.813,49.340,40.263,77.228,64.927,69.671,58.684,56.477,75.320,66.168,42.660,89.387,69.267,44.840,41.677,71.070,50.690,46.701,40.853,49.252,74.756,57.070,73.359,82.989,45.160,45.122,44.554,39.177,47.075,38.989,63.125,48.265,54.762,42.448,65.430,73.011,50.117,54.127,91.100,65.869,64.324,75.024,86.986,44.892,38.014,63.124,53.744,40.536,54.044,96.013,69.181,43.912,47.357,54.939,68.908,54.513,63.980,43.697,53.265,53.066,48.221,66.602,45.099,44.636,48.966,55.269,50.747,53.970,49.660,47.030,56.520,52.433,77.585,43.900,57.339,40.629,44.020,44.763,41.715,42.731,36.949,40.422,43.153,84.889,64.777,57.216,70.697,68.689,47.572,47.948,67.414,42.904,38.088,110.902,63.815,60.071,76.340,36.931,59.809,65.631,39.245,52.571,58.011,38.737,62.552,42.947,36.646,37.631,38.914,66.188,77.919,49.490,36.404,38.613,62.319,90.261,67.454,48.272,51.717,43.865,46.020,53.049,60.834,46.568,42.150,41.512,45.784,63.777,52.122,42.833,50.635,38.430,40.296,47.550,42.989,76.860,72.181,60.655,77.169,52.699,71.906,40.414,54.522,38.464,74.074,92.781,41.865,56.898,55.871,57.075,54.312,49.448,39.594,42.744,40.353,57.515,42.922,43.812,54.081,54.259,42.747,44.419,64.561,42.055,59.144,53.495,41.081,52.586,44.618,70.151,55.298,54.973,48.088,44.337,38.103,39.966,52.581,47.055,54.800,49.631,36.279,39.974
153,55.503,52.024,44.589,40.603,37.810,45.807,45.854,57.150,35.583,51.407,34.075,62.269,65.522,34.772,49.199,52.715,42.449,50.264,45.887,37.313,55.929,45.400,71.305,66.486,52.820,43.357,37.091,39.676,44.446,53.416,38.571,55.697,46.309,39.525,54.399,40.873,39.475,46.792,45.439,41.349,55.265,44.799,47.595,47.676,67.049,67.753,81.346,42.604,45.451,66.744,55.384,53.275,73.239,66.946,45.865,56.047,54.789,41.453,62.404,37.428,65.549,56.679,43.934,49.139,72.876,62.457,39.831,72.449,72.974,53.365,55.765,44.650,40.818,83.414,55.898,70.985,56.044,66.920,44.138,40.287,55.910,63.562,40.422,75.953,80.975,78.217,50.469,80.838,46.053,77.342,63.163,72.199,67.468,44.954,54.538,55.252,67.509,51.424,60.504,50.538,84.784,48.573,55.970,46.250,81.322,42.748,60.712,53.777,63.248,67.941,84.681,91.954,57.848,55.017,40.497,45.569,46.961,67.316,49.094,39.977,76.805,64.642,69.594,58.709,58.494,75.464,66.012,42.313,89.491,68.835,44.972,41.525,71.798,50.772,46.628,41.052,49.296,74.419,56.602,73.637,82.385,45.100,45.327,44.753,39.038,47.494,38.996,63.285,48.261,54.348,42.379,65.655,72.531,50.389,53.960,91.211,65.700,64.636,75.259,86.728,45.177,37.782,62.971,53.440,40.656,54.183,96.305,69.470,43.971,47.461,55.064,69.010,54.420,64.228,43.677,53.495,52.940,48.341,66.747,45.095,44.319,49.216,56.133,50.998,53.369,49.405,47.211,56.823,52.539,77.789,43.965,57.902,40.476,44.168,44.773,41.735,42.815,36.841,40.638,42.970,84.865,64.513,57.104,70.672,68.774,47.510,47.314,67.553,42.920,38.154,111.617,63.707,60.149,77.353,36.878,59.896,65.638,39.126,52.437,58.085,38.806,62.540,43.039,36.816,37.964,38.934,66.937,77.645,49.697,36.218,38.678,62.294,90.886,67.208,48.108,51.715,43.992,46.164,53.176,60.740,46.497,41.940,41.095,45.434,63.663,51.902,42.852,50.820,38.489,40.347,47.524,43.265,77.228,72.179,60.385,77.167,52.016,71.396,40.236,54.637,38.555,74.014,92.529,42.040,56.676,55.696,57.439,54.532,49.385,39.681,42.841,40.399,57.187,42.554,43.748,54.320,54.432,42.724,43.911,65.184,41.734,59.152,53.464,41.028,52.712,44.639,69.909,49.434,54.971,48.493,44.132,37.934,39.852,52.533,46.691,54.661,49.563,36.507,39.978
154,55.668,51.927,44.682,40.604,37.485,46.066,45.916,56.849,35.681,51.220,34.765,62.059,65.147,34.594,49.639,52.609,42.380,50.042,46.057,37.450,56.261,45.134,71.256,73.216,52.804,43.180,37.053,40.100,44.326,53.331,38.808,55.643,46.217,39.428,54.091,40.596,39.249,46.765,45.042,41.202,55.415,45.004,47.426,47.816,67.107,67.685,80.857,41.568,45.332,66.637,55.318,53.233,72.848,67.262,45.789,55.997,54.519,41.858,63.511,37.418,65.509,56.654,44.247,49.132,72.690,62.565,39.640,72.133,70.349,53.493,55.783,44.288,40.743,83.537,56.168,68.608,55.638,67.305,44.278,40.448,55.751,64.062,40.243,75.490,81.763,78.069,50.475,80.483,45.814,77.637,63.173,72.189,67.176,44.844,55.067,55.211,67.542,51.565,60.287,50.588,84.966,48.447,55.766,46.104,81.438,42.768,61.031,53.761,63.393,70.435,91.674,104.843,58.080,55.288,40.553,45.328,47.215,67.015,49.193,40.073,76.223,64.304,69.649,58.522,58.059,75.340,66.437,41.964,89.058,68.879,45.207,41.396,72.293,50.758,46.726,41.179,48.719,74.071,56.364,73.865,82.368,45.166,45.333,44.670,38.683,47.257,38.881,63.111,48.129,54.106,42.356,65.616,72.504,50.342,53.900,91.579,65.408,65.142,75.900,86.583,44.624,37.899,62.985,53.063,41.040,54.328,96.907,69.353,44.443,47.875,55.033,69.408,54.288,64.153,43.533,53.607,52.769,48.416,67.165,44.929,44.704,49.024,56.921,51.136,53.105,49.230,46.977,56.963,52.665,77.665,43.908,57.725,40.462,44.156,44.552,41.870,42.576,36.792,40.514,42.909,84.685,64.646,57.003,69.989,68.756,47.198,47.634,67.297,42.683,37.935,111.621,63.637,60.501,77.843,36.792,59.750,65.464,39.187,52.574,57.964,38.780,62.125,43.072,36.646,37.618,38.906,66.947,77.338,49.514,35.972,39.022,62.425,91.664,67.003,47.992,51.482,43.709,46.046,53.009,60.433,46.723,42.100,41.062,45.330,63.488,51.613,42.779,50.853,38.421,40.457,47.376,43.348,77.661,71.890,60.091,76.442,51.322,71.135,40.188,54.438,38.588,73.603,92.419,42.107,56.906,55.662,57.387,54.229,49.484,39.279,42.946,40.196,57.100,42.635,43.778,54.383,54.069,42.888,43.593,65.334,41.881,59.036,53.315,41.038,52.804,44.580,69.877,44.752,55.084,48.456,43.937,37.844,39.967,52.499,46.761,54.539,49.682,36.358,39.730
155,55.692,51.856,44.583,40.693,37.389,45.706,45.712,56.932,36.089,51.119,34.503,61.842,65.172,34.553,48.976,52.363,42.319,50.190,45.874,37.427,56.039,44.923,71.732,70.570,52.926,43.367,37.022,40.095,44.400,53.225,38.462,55.479,46.218,39.727,53.625,40.450,39.358,46.965,44.649,41.083,55.803,44.883,47.447,47.949,67.082,67.147,81.279,39.943,45.306,66.684,55.087,53.415,72.814,67.088,45.758,55.876,54.899,41.284,64.079,37.284,65.361,56.776,44.148,48.885,72.725,62.554,39.646,71.628,68.402,53.461,55.767,43.788,40.601,82.694,56.058,66.613,55.461,67.316,44.153,40.246,55.362,65.568,40.395,75.599,81.144,79.583,50.173,80.369,45.929,78.006,63.301,73.014,67.162,45.362,55.642,55.128,67.754,51.747,60.114,50.281,84.928,48.359,55.920,46.088,81.238,42.855,60.990,54.918,63.154,70.228,91.285,100.700,57.894,55.343,40.609,45.201,46.903,66.542,49.005,39.930,75.814,63.985,69.362,58.637,57.889,75.218,66.240,41.998,89.147,68.670,45.062,41.308,72.350,50.976,46.640,41.158,48.654,74.155,56.211,73.834,81.738,45.296,45.308,44.903,38.692,46.891,38.858,62.856,48.072,53.769,42.356,65.395,73.218,49.775,53.929,91.842,64.973,64.935,75.637,86.576,44.459,37.820,62.759,52.697,42.215,54.073,97.397,69.507,46.033,48.344,54.909,69.502,54.045,64.070,43.558,54.101,52.975,48.667,67.633,45.042,44.971,48.985,57.310,51.228,52.975,49.090,46.956,57.265,52.604,77.531,43.770,57.565,40.598,43.870,44.442,41.745,42.307,36.679,40.471,43.040,84.619,64.715,56.947,69.594,68.639,47.096,47.221,67.433,42.602,38.330,111.498,63.325,60.346,78.121,36.884,59.928,65.429,39.096,52.671,57.665,38.810,62.224,43.104,36.748,37.417,38.893,66.859,77.146,49.421,35.549,39.427,62.431,92.336,67.023,47.926,51.503,43.762,46.098,52.983,60.241,46.470,42.325,41.063,45.308,63.420,51.800,42.693,50.658,38.608,40.627,47.369,43.276,77.279,71.420,60.685,76.217,51.034,71.399,40.196,54.657,38.540,73.391,92.507,41.976,57.085,55.747,57.238,54.527,49.255,39.370,43.109,40.215,56.835,42.742,43.748,54.203,53.720,42.874,43.582,65.451,42.169,58.909,53.419,41.112,52.615,44.401,69.872,43.188,55.241,48.044,43.903,37.847,39.824,52.308,46.878,54.621,49.685,36.801,39.748
