 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146,Mean147,Mean148,Mean149,Mean150,Mean151,Mean152,Mean153,Mean154,Mean155,Mean156,Mean157,Mean158,Mean159,Mean160,Mean161,Mean162,Mean163,Mean164,Mean165,Mean166,Mean167,Mean168,Mean169,Mean170,Mean171,Mean172,Mean173,Mean174,Mean175,Mean176,Mean177,Mean178,Mean179,Mean180,Mean181,Mean182,Mean183,Mean184,Mean185,Mean186,Mean187,Mean188,Mean189,Mean190,Mean191,Mean192,Mean193,Mean194,Mean195,Mean196,Mean197,Mean198,Mean199,Mean200,Mean201,Mean202,Mean203,Mean204,Mean205,Mean206,Mean207,Mean208,Mean209,Mean210,Mean211,Mean212,Mean213,Mean214,Mean215,Mean216,Mean217,Mean218,Mean219,Mean220,Mean221,Mean222,Mean223,Mean224,Mean225,Mean226,Mean227,Mean228,Mean229,Mean230,Mean231,Mean232,Mean233,Mean234,Mean235,Mean236,Mean237,Mean238,Mean239,Mean240,Mean241,Mean242,Mean243,Mean244,Mean245,Mean246,Mean247,Mean248,Mean249,Mean250,Mean251,Mean252,Mean253,Mean254,Mean255,Mean256,Mean257,Mean258,Mean259,Mean260,Mean261,Mean262,Mean263,Mean264,Mean265,Mean266,Mean267,Mean268,Mean269,Mean270,Mean271,Mean272,Mean273,Mean274,Mean275,Mean276,Mean277,Mean278,Mean279,Mean280,Mean281,Mean282,Mean283,Mean284,Mean285,Mean286,Mean287,Mean288,Mean289,Mean290,Mean291,Mean292,Mean293,Mean294,Mean295,Mean296,Mean297,Mean298,Mean299
90,59.146,53.031,46.892,40.898,42.421,47.329,48.179,57.505,36.191,51.890,34.397,65.289,64.521,33.818,49.217,52.935,41.797,50.867,46.367,36.930,55.172,44.425,74.550,62.962,53.600,42.876,36.362,39.941,45.084,53.543,39.622,54.807,46.602,39.387,53.818,41.436,39.574,47.769,46.621,40.948,55.150,46.079,48.148,47.907,69.819,66.278,80.352,38.282,46.486,66.759,53.089,53.729,73.244,68.778,45.555,59.298,57.105,41.786,60.526,38.037,68.825,57.549,44.057,48.289,73.449,61.063,40.696,70.586,64.550,55.311,55.602,44.876,40.467,84.232,52.750,62.239,54.015,66.348,45.893,40.414,55.659,65.517,41.262,77.035,80.594,80.962,50.193,84.354,46.044,79.527,63.729,76.678,68.987,45.099,54.644,58.431,70.780,51.043,59.388,50.819,83.174,48.871,54.960,47.338,81.651,42.839,63.213,54.707,64.421,66.720,81.873,83.416,55.806,54.104,40.178,47.487,46.236,64.653,48.601,40.734,74.962,62.823,69.395,58.463,56.876,72.603,64.900,42.699,90.418,69.114,46.983,42.190,72.769,51.389,46.736,40.851,48.885,73.180,56.712,72.901,86.231,44.950,45.027,44.544,39.372,46.632,38.441,73.527,47.979,52.596,42.514,61.374,74.603,48.776,54.812,90.917,66.870,63.492,74.669,88.801,43.566,38.356,66.355,55.151,39.209,55.961,100.735,69.139,41.967,47.999,55.844,69.914,53.138,65.193,43.344,55.767,55.826,48.650,69.354,45.358,45.198,49.522,57.081,50.180,54.679,49.760,47.063,54.737,58.086,79.286,43.514,58.680,40.407,44.215,44.754,42.443,43.265,38.511,40.976,44.595,87.719,67.072,58.231,71.573,69.491,48.509,48.593,70.191,43.107,38.407,119.010,67.513,61.073,78.615,36.614,61.991,63.995,38.246,52.371,57.696,39.229,65.477,41.901,36.469,37.773,38.763,65.634,76.378,49.766,34.496,37.878,60.890,96.377,68.018,52.141,50.535,45.279,46.116,52.307,62.397,45.529,43.239,39.041,44.949,65.061,53.398,42.701,49.943,38.630,40.100,46.817,44.967,79.102,70.967,59.604,75.009,49.668,72.446,40.495,54.179,38.045,74.407,94.318,41.587,55.768,55.966,58.843,54.257,51.550,39.666,42.852,40.077,56.543,43.085,43.538,54.065,53.143,43.784,42.870,60.806,41.908,61.061,54.519,40.597,53.719,45.428,68.369,43.897,54.507,47.870,44.511,37.243,40.420,53.645,47.706,55.255,50.812,37.975,40.430
91,59.138,52.979,46.797,40.886,43.123,47.632,48.144,57.347,36.252,52.129,34.295,65.106,64.770,33.801,49.225,52.601,41.760,50.894,46.516,37.109,55.125,44.357,74.267,62.876,53.450,42.755,36.410,39.909,44.920,53.406,39.808,55.178,46.275,39.217,54.071,41.118,39.675,47.476,46.007,40.944,55.099,46.052,48.228,47.784,69.188,66.793,80.272,38.412,46.311,66.505,54.250,53.423,73.361,68.680,45.516,58.920,56.466,41.142,60.792,37.993,69.505,57.211,44.016,48.737,73.954,61.072,41.688,70.595,64.062,54.894,55.634,44.462,40.416,83.735,52.341,62.026,54.196,66.257,46.113,40.468,56.050,65.144,41.103,76.802,79.986,81.511,49.916,84.000,46.030,79.391,63.766,76.422,69.169,45.075,54.911,58.258,70.838,51.066,59.165,50.638,83.060,48.844,54.812,47.327,81.727,42.934,62.380,54.681,64.189,66.523,81.738,83.128,55.605,54.119,40.143,47.393,46.464,64.497,48.570,40.595,74.871,62.776,69.178,58.541,56.908,72.415,64.506,42.413,90.653,69.573,46.047,42.018,73.157,51.119,46.403,40.758,48.637,72.987,56.964,72.568,85.747,44.829,44.836,44.750,38.899,46.759,38.455,72.120,48.222,52.692,42.395,61.601,74.443,49.064,54.747,91.022,66.753,63.517,74.691,88.121,43.498,38.311,65.462,55.132,39.117,56.085,101.240,69.095,41.905,48.100,55.593,70.130,53.116,65.175,43.191,55.616,55.396,48.770,69.144,45.213,45.344,49.345,57.166,49.950,54.284,49.421,46.939,55.036,56.477,79.096,43.356,58.348,40.271,44.188,44.868,42.261,43.462,38.117,41.040,44.286,87.563,67.164,58.015,70.917,69.258,48.205,48.605,69.884,43.341,38.072,118.863,67.006,60.939,79.229,36.628,61.925,63.989,38.172,52.303,57.344,39.203,64.889,41.843,37.313,37.676,38.899,65.295,75.848,49.762,34.556,37.771,60.558,96.280,67.826,51.882,50.516,45.362,46.090,52.071,62.430,45.711,42.958,38.840,45.397,64.715,53.056,42.585,49.735,38.616,40.123,46.712,44.808,79.128,70.727,60.096,74.979,49.485,72.336,40.377,54.325,37.946,74.403,94.761,41.649,55.698,55.965,58.848,54.116,51.365,39.617,42.736,39.909,56.345,43.004,43.347,54.073,53.079,43.390,42.780,60.886,42.076,60.369,54.543,40.649,53.643,45.291,69.053,43.647,54.228,47.793,44.444,37.286,40.310,53.631,47.630,55.076,50.782,37.950,40.552
92,59.173,52.958,46.927,40.824,42.421,47.421,48.128,57.231,36.521,52.154,34.268,65.071,65.120,33.915,49.355,52.730,41.887,50.735,46.572,37.498,55.099,44.335,74.407,63.100,53.702,42.898,36.336,40.023,44.914,53.309,39.083,55.205,46.408,39.023,53.723,40.941,39.525,47.543,45.494,40.655,54.936,45.906,47.861,47.860,68.810,67.343,80.096,38.624,46.079,66.433,54.084,53.571,73.682,68.183,45.404,59.064,56.090,41.063,60.534,38.010,69.364,62.096,44.910,48.803,74.363,61.409,41.012,70.338,63.753,54.875,55.850,44.006,40.456,83.484,52.195,61.149,54.395,66.247,45.843,40.502,56.427,64.825,40.827,77.039,79.572,80.844,49.859,83.508,46.346,79.444,63.575,75.819,69.779,45.002,54.984,58.066,70.613,51.018,59.044,50.735,83.674,48.818,55.136,46.961,81.999,42.862,62.251,54.595,64.144,66.611,81.839,83.385,55.673,53.946,40.231,47.277,46.312,64.922,48.172,40.359,74.777,63.155,68.879,58.507,56.725,72.332,64.586,42.710,90.760,69.595,45.689,41.669,72.871,51.037,46.270,40.813,48.517,73.323,56.616,72.966,85.173,44.830,44.842,44.808,38.632,47.745,38.424,70.784,48.141,52.542,42.358,61.930,74.076,49.307,54.472,90.366,66.996,63.402,74.770,87.688,43.431,38.304,64.805,54.906,39.109,55.830,101.609,69.118,41.748,48.546,55.481,70.196,53.035,64.944,43.136,56.216,54.863,49.023,69.186,45.132,44.974,49.763,57.000,49.977,53.642,49.777,47.022,55.220,54.695,79.163,42.969,58.387,40.041,44.057,44.810,42.260,43.546,38.105,41.064,43.605,88.219,67.089,57.868,70.903,69.564,48.093,48.814,69.952,43.381,38.082,118.992,66.673,61.003,80.274,36.910,61.816,64.011,38.294,52.274,57.493,39.187,64.819,41.907,37.041,37.631,39.156,65.341,75.826,49.427,35.084,37.981,60.609,96.431,67.908,51.643,50.359,45.244,45.945,52.089,62.698,46.387,42.858,39.188,45.421,64.460,53.093,42.736,49.638,38.816,39.970,46.925,44.579,79.109,71.216,60.586,75.411,49.466,72.350,40.640,54.513,37.982,74.633,94.458,41.745,55.453,56.021,58.699,54.233,50.822,39.648,42.814,39.923,56.504,42.973,43.468,54.067,53.502,43.138,42.679,60.753,41.600,60.392,54.517,40.811,53.454,45.174,69.644,43.315,54.274,47.508,44.145,37.624,40.133,53.629,47.872,54.926,50.703,37.463,40.463
93,59.368,52.908,46.762,41.063,42.003,47.583,47.978,57.500,36.482,52.439,34.243,64.987,65.200,33.879,49.242,53.154,41.775,50.833,46.601,37.425,54.960,44.315,74.593,63.080,53.841,42.581,36.402,39.953,45.116,53.230,38.885,55.319,46.351,38.985,53.510,40.351,39.706,47.439,45.437,41.044,55.207,45.901,47.965,47.879,68.387,68.877,79.828,38.499,46.135,66.655,53.953,53.397,73.727,68.152,45.243,59.265,56.042,41.552,59.913,37.948,68.830,60.175,45.172,49.027,74.319,61.674,40.397,70.575,63.573,55.412,56.041,43.754,40.607,83.532,52.238,61.085,54.097,66.132,45.753,40.150,56.092,64.649,40.877,77.455,79.801,80.490,49.933,82.411,46.735,78.842,63.500,76.030,69.758,44.947,55.403,58.017,70.218,51.074,58.754,50.515,83.806,48.477,54.884,46.673,82.301,42.944,61.939,54.562,63.907,66.490,81.697,82.727,55.392,53.568,40.421,47.221,45.797,64.967,48.028,40.602,75.094,63.611,69.005,58.418,57.068,72.533,64.351,43.111,91.155,69.558,45.197,41.759,72.982,50.963,46.199,40.610,48.681,73.416,56.571,72.828,84.471,44.998,44.832,45.189,38.835,47.613,38.477,69.704,48.441,52.736,42.431,61.940,73.706,49.315,54.224,90.592,66.975,63.672,75.331,87.610,43.658,38.318,64.427,54.903,38.862,56.053,101.665,69.405,41.566,48.206,55.556,70.387,52.802,64.855,43.097,56.244,54.341,48.995,68.796,45.304,44.668,49.724,56.897,49.925,53.294,49.592,47.114,54.982,53.955,79.182,42.957,58.187,40.222,44.246,44.720,42.089,43.680,37.982,40.684,43.260,88.148,67.084,57.896,70.529,69.763,48.193,48.698,69.780,43.094,37.893,119.077,66.354,60.850,80.836,36.917,61.518,63.989,38.287,52.205,57.483,39.139,64.773,42.022,36.762,37.521,39.145,65.570,76.493,49.446,35.093,38.257,60.503,96.191,68.135,51.346,50.370,44.967,45.749,52.104,62.710,46.939,42.748,39.238,45.419,63.833,53.021,42.702,49.577,38.795,39.891,46.881,44.760,79.579,71.566,60.839,75.811,49.674,72.454,40.497,54.451,38.022,75.074,94.237,41.629,55.389,55.951,58.385,54.758,50.073,39.715,42.797,39.954,56.681,43.242,43.389,53.905,53.939,43.039,42.449,60.545,41.597,60.194,54.532,40.940,53.329,45.132,70.467,43.735,54.077,47.327,44.041,37.319,40.208,53.353,48.271,54.764,50.807,37.353,40.252
94,59.378,52.796,46.639,41.200,42.784,47.193,48.099,57.727,36.241,52.179,34.345,64.896,65.283,33.906,49.478,53.254,41.763,50.796,46.485,37.373,54.988,44.365,74.860,63.009,53.794,42.596,36.357,39.903,45.081,53.028,38.840,55.122,46.324,38.778,52.968,39.788,39.679,47.360,44.922,40.885,55.321,45.699,47.656,47.983,68.270,69.069,79.629,38.843,46.059,66.472,53.839,53.451,74.025,68.125,45.232,59.208,56.078,41.287,59.927,37.905,68.363,58.566,44.527,49.317,74.040,62.508,39.955,70.602,63.446,55.059,56.970,43.603,40.473,83.777,52.108,61.199,54.660,66.020,45.864,40.108,56.145,64.698,40.821,77.342,80.820,80.163,49.881,81.805,46.761,78.711,63.654,75.484,69.379,45.020,55.597,58.149,70.646,51.190,58.677,50.380,83.800,48.433,54.933,46.818,82.619,43.397,61.407,54.533,63.963,66.484,81.746,82.520,55.475,53.598,40.344,47.190,45.954,65.064,48.037,40.417,77.837,64.153,69.011,58.491,56.965,72.366,64.842,43.071,90.966,69.339,45.163,41.659,72.699,50.984,46.402,41.065,48.925,73.697,56.617,73.110,84.675,45.025,44.914,45.112,38.812,48.295,38.407,68.815,48.889,52.870,42.410,61.641,73.302,49.216,53.971,90.499,67.103,63.555,75.311,87.582,43.636,38.196,63.914,54.041,38.948,56.331,101.709,69.855,41.776,48.093,55.054,70.392,52.719,65.210,43.313,56.146,54.165,49.022,68.549,45.635,44.525,49.687,56.608,49.890,53.276,49.866,47.052,54.942,53.529,79.206,43.045,58.465,40.267,44.238,44.865,42.287,43.917,38.253,40.857,43.243,88.646,67.111,57.753,69.665,70.056,48.864,48.599,70.370,43.236,37.957,120.359,66.147,61.242,80.833,37.117,61.503,64.204,38.250,52.332,57.545,39.196,64.483,42.556,36.857,37.338,38.998,66.087,76.490,49.828,34.628,38.196,60.465,96.219,67.961,51.587,50.330,44.962,45.621,52.146,62.706,47.302,42.588,39.055,45.258,63.153,53.225,42.496,49.633,38.881,39.876,47.050,44.830,79.297,71.547,61.725,76.372,49.877,72.177,40.362,54.540,37.937,75.379,94.088,41.486,55.377,55.865,58.424,54.974,49.892,39.715,42.793,39.968,56.938,43.570,43.372,53.933,54.122,43.017,42.566,60.547,41.692,60.208,54.576,40.833,52.984,45.063,70.857,43.543,54.229,47.150,44.372,37.254,40.039,53.513,47.980,54.678,50.834,37.408,40.156
95,59.454,52.634,46.632,41.058,42.632,47.680,48.005,57.923,36.267,52.215,34.298,64.520,64.990,33.966,49.407,53.392,41.732,50.926,46.547,37.369,55.074,44.367,74.720,62.992,53.818,42.805,36.351,39.865,45.024,53.772,38.750,55.186,46.163,38.676,53.822,40.212,39.529,47.255,44.626,40.988,55.286,45.673,48.104,47.676,68.188,68.853,80.250,39.164,46.006,66.184,53.572,53.333,73.766,67.719,45.084,59.478,55.684,41.145,59.570,37.988,68.172,57.738,44.248,49.188,74.214,62.661,39.566,70.278,63.392,54.858,57.011,43.481,40.661,83.769,52.341,61.147,54.252,66.126,45.538,40.235,55.823,64.702,40.963,76.981,80.369,80.861,49.634,81.669,46.795,78.064,63.756,76.349,69.129,44.917,55.628,57.944,70.380,51.103,58.880,50.143,84.013,48.293,54.778,46.495,82.930,43.354,61.000,54.456,63.724,66.575,81.661,82.513,55.780,53.892,40.161,47.507,45.815,65.366,48.378,40.297,79.815,64.648,68.982,58.515,57.226,72.765,65.590,42.613,90.456,69.567,44.946,41.090,72.784,51.132,46.546,41.325,48.849,73.645,56.731,73.006,83.903,44.918,44.968,45.523,38.679,48.328,38.539,68.227,48.369,52.794,42.267,61.457,73.210,49.384,53.999,89.896,66.970,63.699,74.907,87.447,43.810,38.215,63.381,54.445,39.040,55.937,101.566,69.570,41.942,47.983,55.114,70.263,52.833,65.135,43.228,56.059,54.265,48.937,68.202,45.369,44.191,49.657,56.106,49.804,52.990,49.667,46.879,55.548,53.185,79.122,43.374,57.982,40.292,44.231,44.988,42.428,44.587,38.255,40.702,43.011,88.026,67.045,57.592,69.386,69.963,48.875,48.564,70.333,43.099,37.726,118.592,65.643,61.549,80.090,36.873,61.098,64.266,38.365,52.166,57.475,39.061,64.299,42.228,36.707,37.132,38.939,66.403,76.673,49.753,34.358,38.262,60.332,95.996,67.775,51.291,50.126,44.777,45.516,51.990,62.503,47.225,42.661,39.022,44.946,62.948,53.154,42.568,49.932,39.079,39.969,47.025,44.479,79.225,71.670,62.191,76.448,50.069,72.086,40.165,55.035,38.004,75.461,94.340,41.562,55.455,55.686,58.955,54.874,49.562,39.690,42.766,40.073,57.018,43.350,43.457,53.752,54.349,42.609,42.727,60.244,41.381,60.368,54.586,40.868,52.872,44.894,70.778,43.593,54.315,47.015,44.071,37.341,39.851,53.433,48.015,54.651,50.851,37.289,40.078
96,59.092,52.643,46.649,41.032,42.439,47.399,47.900,58.098,36.369,51.972,34.400,64.118,65.273,33.910,49.356,53.273,41.799,51.104,46.462,37.161,54.993,44.778,74.924,62.740,54.198,42.555,36.318,39.714,44.926,53.796,38.859,55.045,46.097,38.758,53.798,40.308,39.728,47.063,45.012,41.472,55.215,45.479,47.765,47.845,67.830,68.570,79.795,38.640,45.805,66.915,53.170,53.339,73.531,67.425,44.964,60.078,55.548,41.308,59.788,38.027,67.787,57.400,43.704,49.097,74.277,62.314,39.206,70.469,63.695,54.446,56.711,43.288,40.590,83.846,52.295,61.031,54.227,66.398,45.552,40.294,55.640,65.591,40.837,77.039,81.189,81.113,49.616,81.794,47.138,77.610,63.613,77.434,68.977,44.978,56.457,57.992,70.608,50.960,59.030,50.291,83.861,48.586,54.759,46.503,83.375,43.671,60.875,54.356,63.630,66.652,81.611,82.585,56.274,53.916,40.223,47.411,46.552,65.714,48.562,40.255,80.155,66.032,68.731,58.648,77.260,73.741,65.146,42.544,90.436,69.992,44.825,40.952,73.776,51.525,46.911,40.878,48.763,73.675,56.578,73.197,83.999,44.996,45.000,45.209,38.706,47.567,38.413,67.653,48.002,52.926,42.353,61.587,73.092,49.242,54.317,89.639,67.527,63.387,75.211,87.358,43.702,38.256,63.145,54.077,38.868,55.796,101.758,69.179,41.730,47.649,55.126,70.538,52.737,65.155,43.110,55.968,54.565,48.873,68.183,45.248,44.082,49.502,56.553,49.822,52.855,49.567,47.096,55.809,53.017,79.244,43.676,57.986,40.180,44.403,45.190,42.332,44.409,37.951,40.930,43.065,87.355,67.111,57.299,69.303,70.335,48.619,48.372,70.184,42.995,37.590,118.840,64.825,61.880,79.728,36.898,61.117,64.029,38.519,52.053,57.433,38.989,64.428,41.960,36.707,37.046,38.774,66.492,77.092,49.649,34.549,38.446,60.389,96.121,68.063,51.460,50.045,44.430,45.559,51.938,62.543,47.275,42.892,38.873,45.654,62.688,52.957,42.494,50.141,38.955,39.762,47.027,44.607,79.090,71.692,62.271,76.503,50.106,71.697,40.164,55.023,38.056,75.183,94.529,41.732,55.486,55.838,59.087,55.715,49.499,39.934,42.724,40.405,57.007,43.431,43.444,53.800,54.423,42.816,45.408,60.270,41.292,60.284,54.600,40.897,52.658,44.779,71.454,43.393,54.219,47.111,44.185,37.872,40.070,53.319,47.845,55.017,50.834,37.124,40.293
97,59.484,52.708,46.556,40.893,42.319,47.263,48.011,58.159,36.267,52.099,34.386,63.913,65.339,33.903,49.313,53.427,41.818,51.292,46.340,37.350,55.388,44.960,74.505,63.160,54.351,42.562,36.257,39.731,45.189,53.923,38.936,55.273,46.239,38.893,53.794,40.063,39.708,46.954,44.990,41.183,55.238,45.492,47.675,47.938,67.504,68.287,79.372,38.848,45.798,66.707,52.839,53.273,73.549,67.200,45.012,59.739,55.430,41.048,60.040,37.980,67.771,57.003,43.441,49.128,74.509,62.464,39.296,70.509,63.716,54.430,56.415,43.415,40.525,84.231,52.527,61.024,54.075,66.546,45.680,40.530,55.870,67.144,41.086,77.311,81.234,81.498,49.616,82.670,46.962,77.275,63.753,77.053,69.018,44.918,56.172,57.776,70.696,50.920,59.443,50.260,84.036,48.582,54.737,46.718,83.579,43.491,61.021,54.341,63.824,68.344,87.754,98.974,56.676,54.357,40.271,47.623,46.640,66.504,48.833,40.194,79.853,66.289,68.886,58.599,90.756,74.617,65.141,42.558,90.658,70.136,44.719,40.872,73.673,51.664,46.961,41.504,48.609,73.524,56.943,73.331,84.130,44.902,44.968,45.160,38.680,46.990,38.510,67.273,47.836,52.885,42.434,61.417,73.550,49.098,54.389,89.972,67.669,63.780,75.159,87.345,44.215,38.424,63.120,54.299,38.851,55.664,102.130,69.169,41.516,47.764,55.202,70.372,52.836,65.134,43.305,55.657,54.588,48.888,68.364,45.144,44.207,49.584,56.221,49.750,53.646,49.518,47.499,55.446,53.149,79.828,43.797,58.192,40.489,44.892,45.643,42.254,44.682,37.863,40.775,43.138,86.791,67.222,57.606,69.183,70.518,48.516,48.517,70.146,42.986,37.657,118.117,64.426,62.114,79.687,37.001,61.067,64.133,38.454,52.405,57.402,39.045,64.170,41.969,36.823,37.020,38.787,66.088,76.888,49.414,35.137,38.454,60.808,96.315,68.126,51.930,50.212,44.348,45.445,52.052,62.318,46.776,42.768,39.144,45.266,62.512,52.956,42.658,50.139,38.858,39.877,46.945,44.474,78.984,71.479,62.410,76.346,50.138,72.223,40.173,55.312,38.038,75.202,94.452,41.556,55.538,59.163,59.252,55.880,49.316,39.891,42.791,40.254,57.188,43.397,43.415,53.781,54.414,44.383,44.088,60.496,41.351,60.545,54.448,40.994,52.665,44.684,71.961,43.388,54.162,47.203,44.097,38.111,40.083,53.255,47.997,54.825,50.632,37.264,40.100
98,59.319,52.950,46.476,40.839,42.056,47.206,48.124,58.086,36.562,52.159,34.447,63.474,65.666,33.973,49.361,53.376,41.853,51.457,46.435,37.104,55.679,44.744,74.807,63.167,54.565,42.541,36.282,39.797,45.356,53.940,38.942,55.661,46.089,38.845,53.609,40.716,39.648,46.778,45.521,41.095,55.146,45.269,47.814,47.956,67.183,67.519,79.459,38.550,45.659,66.679,52.911,53.478,73.521,67.142,45.315,59.123,55.365,40.636,60.194,37.828,68.027,56.790,43.373,48.949,74.450,62.265,38.990,70.630,63.545,54.118,56.227,43.333,40.470,84.019,52.775,60.842,54.020,66.583,45.887,40.367,55.856,67.653,41.322,77.226,81.208,81.635,49.613,83.811,47.120,76.976,63.714,76.695,69.067,45.137,56.008,57.911,70.635,50.844,59.545,50.343,84.189,48.552,54.504,46.613,83.953,43.722,61.905,54.225,64.304,70.166,90.358,102.945,56.682,54.222,40.219,47.668,46.580,66.318,48.784,40.250,79.219,65.577,68.897,58.189,78.716,74.149,65.136,42.691,90.432,69.579,44.551,40.581,73.354,51.980,47.121,41.209,48.740,73.197,56.599,73.398,84.254,44.935,44.960,45.031,38.719,47.093,38.398,67.043,47.906,52.742,42.480,61.230,73.462,48.648,54.092,89.707,67.716,63.809,74.896,87.012,43.920,38.237,63.032,53.848,39.307,55.666,102.122,69.129,41.980,47.823,55.154,70.253,52.818,65.346,43.241,55.404,54.423,48.727,68.530,45.230,44.144,49.535,56.302,49.823,53.391,49.730,47.393,55.574,53.103,79.622,43.786,58.005,40.423,44.780,45.812,42.072,44.661,37.593,40.708,43.105,86.634,67.401,57.962,68.969,70.810,48.359,48.517,69.832,42.788,37.624,117.130,64.708,61.889,79.253,37.056,61.129,64.201,38.534,52.450,57.694,38.949,63.839,42.229,36.810,36.946,38.844,66.230,76.871,49.625,34.812,38.532,60.896,96.299,68.378,51.918,50.158,44.259,45.631,51.924,62.133,46.536,42.582,39.272,44.891,62.787,53.084,42.549,50.091,38.944,39.852,47.022,44.833,79.005,71.112,62.635,75.790,49.836,71.934,40.168,55.009,38.825,74.531,94.814,41.566,55.830,60.231,59.535,55.828,49.323,39.854,42.740,40.229,56.979,43.117,43.426,53.575,54.304,44.780,43.539,60.590,41.188,60.173,54.290,41.159,52.517,44.648,72.191,42.844,54.009,47.134,43.997,38.086,40.016,53.476,48.061,54.782,50.877,37.234,40.089
99,59.257,53.183,46.322,40.901,41.067,47.311,47.765,58.267,37.256,52.395,34.285,63.313,65.669,33.968,49.244,53.293,41.905,51.394,46.472,37.166,56.029,44.619,74.345,62.870,54.353,42.814,36.375,39.643,45.180,53.995,39.494,55.916,46.188,38.909,53.810,41.559,39.582,47.021,46.228,41.048,55.313,45.409,47.826,48.017,67.578,67.250,79.482,38.373,45.569,67.023,53.061,53.452,73.437,67.115,45.243,58.730,55.396,41.149,60.327,37.831,67.978,56.852,43.377,48.906,74.891,61.784,39.084,70.581,63.405,54.190,56.208,43.457,40.578,83.480,53.016,60.965,53.934,66.570,45.808,40.501,55.790,68.990,40.937,77.222,81.081,82.106,49.625,84.024,47.234,76.606,63.851,77.016,69.031,45.417,55.711,57.845,70.749,51.077,59.593,50.259,83.764,48.648,54.534,46.792,84.041,43.593,62.447,54.402,64.192,70.028,89.272,99.499,57.139,54.296,40.245,47.381,46.917,66.136,49.217,40.260,79.076,65.291,69.007,58.388,70.805,74.270,64.507,42.475,90.174,69.321,44.588,40.657,72.666,52.049,46.842,41.304,48.654,72.592,56.273,72.870,84.447,44.856,45.036,44.711,38.732,46.795,38.407,66.551,47.614,52.839,42.380,61.024,73.718,48.615,53.897,89.827,67.658,63.910,75.094,86.693,43.643,38.419,62.994,53.771,39.607,55.470,102.273,69.082,42.064,48.105,55.246,70.167,52.645,65.600,43.252,55.308,54.959,48.720,68.627,45.107,43.981,49.373,56.432,49.890,53.357,50.323,47.142,55.646,52.909,79.366,43.540,58.458,40.439,44.582,45.479,42.057,44.419,37.173,40.857,42.987,87.402,67.124,58.381,69.225,70.768,48.222,48.657,69.833,42.850,37.273,117.103,65.353,61.732,79.175,37.183,61.208,64.257,38.531,52.213,60.715,39.099,63.668,42.908,37.061,36.819,38.829,66.173,76.865,49.390,34.702,38.407,60.960,96.091,68.807,51.939,50.760,44.171,45.780,52.064,62.165,46.695,42.670,39.168,44.742,62.678,53.110,42.396,50.082,38.779,40.218,47.017,44.841,79.722,70.953,62.584,75.040,49.781,71.618,40.027,54.896,38.743,74.599,94.868,41.663,55.878,61.663,59.366,55.392,49.221,39.950,42.840,40.163,56.799,42.906,43.536,53.402,54.185,45.497,43.361,60.414,41.061,59.816,54.316,41.209,52.634,44.633,72.475,42.678,53.860,47.052,43.960,37.978,40.107,53.588,48.038,54.763,50.751,37.990,40.159
