 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146,Mean147,Mean148,Mean149,Mean150,Mean151,Mean152,Mean153,Mean154,Mean155,Mean156,Mean157,Mean158,Mean159,Mean160,Mean161,Mean162,Mean163,Mean164,Mean165,Mean166,Mean167,Mean168,Mean169,Mean170,Mean171,Mean172,Mean173,Mean174,Mean175,Mean176,Mean177,Mean178,Mean179,Mean180,Mean181,Mean182,Mean183,Mean184,Mean185,Mean186,Mean187,Mean188,Mean189,Mean190,Mean191,Mean192,Mean193,Mean194,Mean195,Mean196,Mean197,Mean198,Mean199,Mean200,Mean201,Mean202,Mean203,Mean204,Mean205,Mean206,Mean207,Mean208,Mean209,Mean210,Mean211,Mean212,Mean213,Mean214,Mean215,Mean216,Mean217,Mean218,Mean219,Mean220,Mean221,Mean222,Mean223,Mean224,Mean225,Mean226,Mean227,Mean228,Mean229,Mean230,Mean231,Mean232,Mean233,Mean234,Mean235,Mean236,Mean237,Mean238,Mean239,Mean240,Mean241,Mean242,Mean243,Mean244,Mean245,Mean246,Mean247,Mean248,Mean249,Mean250,Mean251,Mean252,Mean253,Mean254,Mean255,Mean256,Mean257,Mean258,Mean259,Mean260,Mean261,Mean262,Mean263,Mean264,Mean265,Mean266,Mean267,Mean268,Mean269,Mean270,Mean271,Mean272,Mean273,Mean274,Mean275,Mean276,Mean277,Mean278,Mean279,Mean280,Mean281,Mean282,Mean283,Mean284,Mean285,Mean286,Mean287,Mean288,Mean289,Mean290,Mean291,Mean292,Mean293,Mean294,Mean295,Mean296,Mean297,Mean298,Mean299,Mean300,Mean301,Mean302,Mean303,Mean304,Mean305,Mean306,Mean307,Mean308,Mean309,Mean310,Mean311,Mean312,Mean313,Mean314,Mean315,Mean316,Mean317,Mean318,Mean319,Mean320,Mean321,Mean322,Mean323,Mean324,Mean325,Mean326,Mean327,Mean328,Mean329,Mean330,Mean331,Mean332,Mean333,Mean334,Mean335,Mean336,Mean337,Mean338,Mean339,Mean340,Mean341,Mean342,Mean343,Mean344,Mean345,Mean346,Mean347,Mean348,Mean349,Mean350,Mean351,Mean352,Mean353,Mean354,Mean355,Mean356,Mean357,Mean358,Mean359,Mean360,Mean361,Mean362,Mean363,Mean364,Mean365,Mean366,Mean367,Mean368,Mean369,Mean370,Mean371,Mean372,Mean373,Mean374,Mean375,Mean376,Mean377,Mean378,Mean379,Mean380,Mean381,Mean382,Mean383,Mean384,Mean385,Mean386,Mean387,Mean388,Mean389,Mean390,Mean391,Mean392,Mean393,Mean394,Mean395,Mean396,Mean397,Mean398,Mean399,Mean400,Mean401,Mean402,Mean403,Mean404,Mean405,Mean406,Mean407,Mean408,Mean409,Mean410,Mean411,Mean412,Mean413,Mean414,Mean415,Mean416,Mean417,Mean418,Mean419,Mean420,Mean421,Mean422,Mean423,Mean424,Mean425,Mean426,Mean427,Mean428,Mean429,Mean430,Mean431,Mean432,Mean433,Mean434,Mean435,Mean436,Mean437,Mean438,Mean439,Mean440,Mean441,Mean442,Mean443,Mean444,Mean445,Mean446,Mean447,Mean448,Mean449,Mean450,Mean451,Mean452,Mean453,Mean454,Mean455,Mean456,Mean457,Mean458,Mean459,Mean460,Mean461,Mean462,Mean463,Mean464,Mean465,Mean466,Mean467,Mean468,Mean469,Mean470,Mean471,Mean472,Mean473,Mean474,Mean475,Mean476,Mean477,Mean478,Mean479,Mean480,Mean481,Mean482,Mean483,Mean484,Mean485,Mean486,Mean487,Mean488,Mean489,Mean490,Mean491,Mean492,Mean493,Mean494,Mean495,Mean496,Mean497,Mean498,Mean499,Mean500,Mean501,Mean502,Mean503,Mean504,Mean505,Mean506,Mean507,Mean508,Mean509,Mean510,Mean511,Mean512,Mean513,Mean514,Mean515,Mean516,Mean517,Mean518,Mean519,Mean520,Mean521,Mean522,Mean523,Mean524,Mean525,Mean526,Mean527,Mean528,Mean529,Mean530,Mean531,Mean532,Mean533,Mean534,Mean535,Mean536,Mean537,Mean538,Mean539,Mean540,Mean541,Mean542,Mean543,Mean544,Mean545,Mean546,Mean547,Mean548,Mean549,Mean550,Mean551,Mean552,Mean553,Mean554,Mean555,Mean556,Mean557,Mean558,Mean559,Mean560,Mean561,Mean562,Mean563,Mean564,Mean565,Mean566,Mean567,Mean568,Mean569,Mean570,Mean571,Mean572,Mean573,Mean574,Mean575,Mean576,Mean577,Mean578,Mean579,Mean580,Mean581,Mean582,Mean583,Mean584,Mean585,Mean586,Mean587,Mean588,Mean589,Mean590,Mean591,Mean592,Mean593,Mean594,Mean595,Mean596,Mean597,Mean598,Mean599,Mean600,Mean601,Mean602,Mean603,Mean604,Mean605,Mean606,Mean607,Mean608,Mean609,Mean610,Mean611,Mean612,Mean613,Mean614,Mean615,Mean616,Mean617,Mean618,Mean619,Mean620,Mean621,Mean622,Mean623,Mean624,Mean625,Mean626,Mean627,Mean628,Mean629,Mean630,Mean631,Mean632,Mean633,Mean634,Mean635,Mean636,Mean637,Mean638,Mean639,Mean640,Mean641,Mean642,Mean643,Mean644,Mean645,Mean646,Mean647,Mean648,Mean649,Mean650,Mean651,Mean652,Mean653,Mean654,Mean655,Mean656,Mean657,Mean658,Mean659,Mean660,Mean661,Mean662,Mean663,Mean664,Mean665,Mean666,Mean667,Mean668,Mean669,Mean670,Mean671,Mean672,Mean673,Mean674,Mean675,Mean676,Mean677,Mean678,Mean679,Mean680,Mean681,Mean682,Mean683,Mean684,Mean685,Mean686,Mean687,Mean688,Mean689,Mean690,Mean691,Mean692,Mean693,Mean694,Mean695,Mean696,Mean697,Mean698,Mean699,Mean700,Mean701,Mean702,Mean703,Mean704,Mean705,Mean706,Mean707,Mean708,Mean709,Mean710,Mean711,Mean712,Mean713,Mean714,Mean715,Mean716,Mean717,Mean718,Mean719,Mean720,Mean721,Mean722,Mean723,Mean724,Mean725,Mean726,Mean727,Mean728,Mean729,Mean730,Mean731,Mean732,Mean733,Mean734,Mean735,Mean736,Mean737,Mean738,Mean739,Mean740,Mean741,Mean742,Mean743,Mean744,Mean745,Mean746,Mean747,Mean748,Mean749,Mean750,Mean751,Mean752,Mean753,Mean754,Mean755,Mean756,Mean757,Mean758,Mean759,Mean760,Mean761,Mean762,Mean763,Mean764,Mean765,Mean766,Mean767,Mean768,Mean769,Mean770,Mean771,Mean772,Mean773,Mean774,Mean775,Mean776,Mean777,Mean778,Mean779,Mean780,Mean781,Mean782,Mean783,Mean784,Mean785,Mean786,Mean787,Mean788,Mean789,Mean790,Mean791,Mean792,Mean793,Mean794,Mean795,Mean796,Mean797,Mean798,Mean799,Mean800,Mean801,Mean802,Mean803,Mean804,Mean805,Mean806,Mean807,Mean808,Mean809,Mean810,Mean811,Mean812,Mean813,Mean814,Mean815,Mean816,Mean817,Mean818,Mean819,Mean820,Mean821,Mean822,Mean823,Mean824,Mean825,Mean826,Mean827,Mean828,Mean829,Mean830,Mean831,Mean832,Mean833,Mean834,Mean835,Mean836,Mean837,Mean838,Mean839,Mean840,Mean841,Mean842,Mean843,Mean844,Mean845,Mean846,Mean847,Mean848,Mean849,Mean850,Mean851,Mean852,Mean853,Mean854,Mean855,Mean856,Mean857,Mean858,Mean859,Mean860,Mean861,Mean862,Mean863,Mean864,Mean865,Mean866,Mean867,Mean868,Mean869,Mean870,Mean871,Mean872,Mean873,Mean874,Mean875,Mean876,Mean877,Mean878,Mean879,Mean880,Mean881,Mean882,Mean883,Mean884,Mean885,Mean886,Mean887,Mean888,Mean889,Mean890,Mean891,Mean892,Mean893,Mean894,Mean895,Mean896,Mean897,Mean898,Mean899,Mean900,Mean901,Mean902,Mean903,Mean904,Mean905,Mean906,Mean907,Mean908,Mean909,Mean910,Mean911,Mean912,Mean913,Mean914,Mean915,Mean916,Mean917,Mean918,Mean919,Mean920,Mean921,Mean922,Mean923,Mean924,Mean925,Mean926,Mean927,Mean928,Mean929
1,69.464,70.077,71.719,83.490,63.044,57.524,61.731,52.391,37.262,45.458,56.203,53.773,50.325,52.763,58.258,52.294,74.830,64.888,56.189,94.160,92.130,79.452,51.939,63.424,62.480,68.705,167.359,62.055,87.082,54.356,62.146,105.270,43.771,56.616,53.859,81.914,43.568,73.982,46.203,74.265,50.928,122.222,46.197,109.551,47.232,62.318,66.776,82.296,47.505,56.538,96.585,52.309,105.418,57.618,81.283,63.700,61.810,60.559,75.788,82.998,41.852,101.287,74.857,54.172,78.778,59.609,66.369,80.533,50.690,79.058,73.058,68.172,90.700,61.641,94.037,54.627,79.529,80.936,71.871,65.146,49.291,94.067,69.290,95.123,41.975,119.106,93.523,92.029,90.164,46.030,48.152,41.289,101.617,85.618,121.914,120.488,72.237,64.216,70.419,84.316,91.038,97.803,63.695,51.036,116.974,71.195,91.147,46.090,85.880,83.866,190.952,77.624,118.029,78.981,110.580,98.341,114.463,64.047,55.551,120.820,52.088,113.963,36.056,127.212,88.555,105.352,71.600,105.737,69.071,54.507,49.647,61.480,42.879,179.520,58.247,56.156,89.257,104.520,60.756,124.885,70.873,41.979,140.185,79.387,67.195,56.662,128.725,75.655,62.750,62.213,123.614,121.290,68.698,99.348,147.895,81.657,116.090,92.569,113.467,137.682,70.776,94.973,93.245,243.580,80.713,60.774,113.668,55.585,59.135,65.976,216.329,243.098,81.394,73.666,223.191,84.617,91.219,156.190,105.935,118.368,107.596,95.264,121.016,91.256,100.044,194.170,117.280,195.011,91.439,94.317,183.555,158.450,216.850,128.395,145.535,151.862,106.402,187.945,89.854,110.405,99.720,68.455,87.126,83.446,132.249,114.576,80.853,160.414,174.711,122.058,55.977,64.557,85.544,108.961,79.351,62.775,135.191,168.560,51.298,76.301,98.380,66.102,102.832,178.521,57.180,144.963,65.396,82.902,93.756,155.636,64.582,129.329,87.340,56.962,117.817,80.582,63.000,123.422,130.469,112.574,100.782,153.772,135.579,91.313,57.783,88.805,111.026,121.831,88.546,70.351,81.324,102.960,129.770,65.640,96.593,188.626,162.171,92.007,125.538,186.188,89.407,77.000,97.847,78.648,98.526,152.151,104.105,141.220,117.556,100.657,140.534,76.912,51.844,57.596,48.494,84.813,98.683,119.541,55.441,85.010,120.593,111.727,130.850,131.398,96.850,88.465,108.820,97.536,79.746,82.098,81.427,62.957,89.591,100.014,115.088,59.414,89.553,80.657,94.806,116.917,83.149,76.764,120.026,111.512,76.215,108.358,89.814,85.553,104.639,79.523,70.764,106.592,116.986,65.979,97.685,92.622,63.649,116.516,89.932,103.581,89.027,88.368,79.253,130.364,83.706,81.975,95.721,83.628,142.856,111.548,135.396,63.861,99.156,105.028,109.925,124.091,154.712,128.752,136.676,76.095,136.657,96.707,98.022,128.099,97.600,73.124,134.832,176.640,140.600,205.281,155.545,101.888,76.712,107.406,100.967,112.983,96.063,149.642,95.774,93.279,145.621,170.874,107.354,76.579,91.977,72.391,50.226,83.255,109.874,96.623,113.653,99.228,83.846,88.144,76.307,62.489,114.040,76.558,106.940,118.287,106.429,109.550,102.367,153.811,65.052,226.680,88.489,121.058,160.623,119.956,84.553,179.704,101.458,89.969,91.926,120.849,83.086,87.444,65.702,121.752,119.907,105.712,61.216,109.902,73.464,179.531,208.295,176.031,116.223,89.936,67.799,95.111,95.529,96.702,76.826,76.694,96.455,195.995,112.165,91.433,118.204,130.964,193.165,94.213,97.402,109.585,93.792,58.965,85.709,125.231,163.507,120.261,81.714,144.538,107.076,81.574,122.034,105.377,79.320,105.253,105.388,139.868,85.336,78.854,84.641,95.799,59.823,80.355,130.788,63.826,103.068,99.609,108.985,118.939,75.975,68.000,104.931,115.180,129.085,116.860,67.152,130.614,68.526,126.929,71.910,133.418,50.046,80.617,82.987,86.400,69.935,83.521,104.101,47.915,85.975,61.245,70.960,76.045,87.025,120.343,111.878,90.264,92.032,92.250,65.226,106.058,89.067,65.565,72.558,83.113,87.735,50.004,95.937,61.014,110.769,86.348,76.304,67.461,73.600,87.368,73.055,114.686,76.545,96.933,147.304,55.454,94.249,107.476,100.771,107.678,127.284,142.294,99.922,71.228,52.187,84.316,90.505,95.171,91.696,70.450,91.855,136.360,128.307,144.743,66.491,124.391,58.631,91.289,123.727,185.153,60.733,93.996,103.040,86.666,74.122,123.782,115.848,106.321,62.131,122.633,73.237,112.958,58.416,101.192,105.602,76.161,67.670,112.721,100.721,66.451,97.593,60.343,77.076,129.894,108.700,59.422,94.050,85.705,50.789,58.438,118.729,96.782,137.536,46.720,94.900,79.702,129.493,137.659,101.457,84.111,64.554,55.939,92.920,52.589,49.870,100.249,80.651,140.094,79.559,114.186,76.144,94.759,55.562,71.754,113.536,54.677,80.498,94.049,53.031,106.043,103.052,56.871,136.254,85.192,77.776,116.160,97.924,71.946,76.411,104.686,81.495,85.673,85.748,87.855,44.774,85.707,98.567,79.998,102.394,50.231,75.018,101.839,138.621,80.609,73.992,87.788,88.167,99.635,92.567,100.885,80.069,92.762,54.292,67.702,67.402,111.135,106.237,109.185,121.135,106.241,78.160,62.020,111.093,64.438,99.924,119.986,100.512,106.547,148.105,91.438,125.843,72.934,78.594,74.830,118.777,121.722,69.696,61.447,72.623,100.244,129.148,65.221,92.947,82.487,112.288,117.514,66.098,108.601,93.455,72.372,74.062,96.873,133.756,85.209,63.849,91.393,96.136,106.213,104.293,81.039,53.084,99.198,78.938,93.408,68.779,106.659,122.592,97.045,95.925,88.273,79.457,84.061,112.729,79.541,56.221,55.148,97.060,174.346,98.251,75.386,74.412,73.672,71.423,90.990,114.873,38.916,70.411,86.974,60.506,134.005,80.389,124.200,72.785,88.616,71.532,56.525,147.964,61.200,97.660,18.923,90.311,77.022,84.090,86.073,75.628,75.432,66.765,68.573,84.002,70.817,92.735,80.876,90.872,62.075,79.593,168.534,100.004,68.406,76.175,99.810,70.739,68.491,91.119,126.453,98.045,59.734,89.720,110.424,64.023,107.065,82.707,77.925,67.705,68.741,108.173,73.118,130.444,92.275,101.933,65.194,67.554,81.027,64.659,76.446,140.126,90.644,124.162,86.954,58.929,97.419,105.466,54.558,80.950,99.980,83.648,71.975,115.437,59.245,62.169,50.836,50.254,86.382,69.754,50.004,74.900,60.024,67.192,79.259,62.217,74.123,55.635,85.084,99.054,74.170,72.799,69.957,153.624,77.452,59.330,77.219,97.586,87.591,216.958,85.382,50.591,114.551,85.217,104.706,106.756,74.870,122.871,76.339,82.131,77.598,73.254,67.912,60.729,127.414,52.897,72.525,138.388,70.980,66.713,78.794,62.623,130.345,56.510,80.193,107.885,105.169,106.408,109.343,51.241,62.564,77.183,55.039,46.491,96.851,83.274,44.663,126.909,64.793,77.534,65.682,69.758,95.195,100.910,91.177,59.072,56.505,73.835,66.818,104.786,67.350,62.649,62.582,58.457,126.925,62.277,85.781,106.156,63.976,59.571,47.613,46.316,43.435,47.522,67.157,34.348,49.853,46.868,52.068,90.221,78.315,65.341,57.098,114.734,51.375,49.701,45.307,70.755,66.442,65.329,67.191,53.521,59.492,83.794,38.455,141.457,58.014,64.766,67.298,72.769,75.244,107.804,54.818,150.719,79.752,65.898,64.594,76.763,73.997,56.152,89.817,53.926,59.350,59.189,50.639,60.668,51.203,70.425,58.927,60.016,70.792,61.438,87.369,43.451,71.637,48.879,91.409,55.114,61.681,57.490,52.817,57.911,65.330,126.960,103.575,67.409,65.789,39.507,146.324,46.104,56.153,65.634,54.503,58.897,79.741,39.566
2,68.208,70.203,71.526,83.077,62.108,56.220,60.072,51.521,37.149,44.711,55.887,53.215,49.418,51.463,57.522,52.097,73.479,64.666,56.032,93.865,93.167,77.908,50.550,62.975,61.822,68.099,165.141,61.760,86.870,54.164,61.472,103.775,43.259,86.131,53.644,80.516,42.459,72.300,45.396,74.601,51.014,120.742,45.850,109.000,46.815,62.107,66.019,81.603,46.695,56.815,94.787,51.597,102.365,57.444,80.162,62.790,61.695,60.488,76.279,83.591,41.938,99.201,74.114,54.166,77.805,58.609,66.279,78.660,50.613,77.489,72.233,67.517,89.774,60.632,93.463,54.718,78.895,79.224,71.268,65.758,49.031,92.657,69.837,94.238,41.618,116.744,92.148,91.609,88.545,45.431,47.639,40.729,99.463,84.462,120.406,119.607,72.335,63.001,70.295,81.564,89.959,98.066,64.305,52.082,120.755,70.947,91.184,45.361,84.835,83.593,189.500,76.839,117.687,78.359,110.315,97.172,112.074,64.410,55.038,118.964,52.199,112.678,35.076,126.339,87.014,103.988,69.545,104.235,68.958,55.299,49.092,61.175,42.950,178.203,56.758,55.857,88.476,102.943,60.562,123.780,69.603,41.642,139.018,78.573,66.082,55.532,123.424,76.027,60.533,61.426,121.734,118.266,67.530,98.315,144.612,81.516,115.459,91.544,111.629,136.856,70.686,93.202,90.099,244.312,80.110,60.694,111.407,54.247,58.509,65.390,216.906,243.059,79.736,73.287,222.372,84.751,89.176,155.829,103.887,117.462,106.435,95.070,119.286,89.523,98.650,194.307,120.841,197.098,87.022,93.700,185.745,156.053,217.403,126.381,144.006,149.134,105.396,185.825,87.965,108.328,98.873,68.234,85.956,81.446,130.782,112.696,82.117,158.836,174.130,117.962,55.253,64.176,84.211,105.809,77.862,62.470,135.453,167.122,50.752,76.486,97.591,66.151,100.100,176.623,56.561,143.777,65.179,81.818,91.677,152.078,64.199,128.128,88.451,56.916,116.538,80.212,61.712,121.222,129.797,112.515,98.495,154.061,135.429,90.705,56.653,87.970,109.306,122.285,88.381,69.735,80.189,102.362,127.596,62.541,95.529,188.263,160.837,90.848,124.618,183.987,88.305,76.761,96.557,78.336,99.011,148.518,103.042,138.970,117.427,100.202,137.684,75.737,51.642,57.465,48.110,82.601,97.599,118.648,54.867,84.012,121.354,109.588,129.295,131.131,96.362,86.336,107.045,97.352,78.495,83.081,79.675,62.285,90.026,99.477,112.467,58.201,89.675,80.007,94.292,116.623,82.383,76.540,119.179,111.063,75.593,108.128,90.716,85.203,120.604,77.523,68.588,104.291,116.943,65.230,95.565,91.681,63.947,113.879,89.482,103.097,88.986,86.809,80.482,128.639,114.791,80.295,94.007,82.824,139.439,109.632,131.482,63.871,98.183,104.854,109.102,122.848,154.185,127.113,144.034,74.368,137.546,95.603,96.641,126.195,97.707,71.753,133.045,174.578,138.362,205.056,153.352,99.395,76.269,106.208,101.424,112.283,95.581,148.008,94.787,92.373,140.129,169.848,105.758,75.887,91.848,72.658,49.791,83.327,111.033,94.811,113.700,97.909,83.706,89.483,75.287,61.830,112.148,77.223,103.353,120.532,104.189,108.055,101.161,153.354,66.591,225.924,87.836,119.891,158.082,117.583,84.654,177.674,101.613,90.683,91.220,120.254,81.389,86.507,65.261,115.068,119.315,105.115,59.692,107.355,72.182,175.541,204.998,180.890,112.311,89.587,67.689,94.322,93.790,95.845,75.823,76.720,95.960,196.761,111.383,90.719,116.135,130.423,192.522,94.214,97.398,107.496,92.146,58.005,85.920,123.692,161.257,119.551,81.676,135.622,106.607,81.614,120.731,104.689,77.758,104.156,99.080,139.499,84.789,78.300,84.328,95.761,59.549,79.375,129.655,63.197,102.197,97.470,108.898,117.205,74.928,67.961,104.252,115.004,125.515,113.634,65.509,129.259,68.232,126.397,71.016,132.518,49.449,80.284,82.385,86.583,68.774,83.736,103.703,47.633,85.203,59.882,70.380,75.762,85.548,117.684,112.694,89.850,90.935,91.347,65.309,103.915,88.468,64.807,71.917,81.543,87.185,49.912,95.543,60.228,109.799,86.487,76.554,67.020,72.069,86.070,72.455,113.199,75.772,96.003,144.435,54.915,91.870,106.556,103.043,106.212,127.522,140.822,98.381,70.907,53.116,84.352,89.653,94.987,91.034,69.201,89.700,134.494,130.536,142.573,64.952,123.529,58.579,89.784,120.491,182.875,60.347,92.925,102.009,85.357,73.045,122.859,114.569,103.619,62.146,121.758,72.267,110.977,57.112,99.506,104.194,77.064,67.468,111.664,99.374,66.198,96.235,59.908,75.733,127.812,106.963,59.054,93.228,86.404,50.567,58.412,117.691,96.223,135.782,46.546,93.131,79.386,128.088,137.808,100.375,83.953,64.171,55.530,93.702,53.515,50.249,100.182,80.364,140.923,79.518,114.163,75.424,93.581,55.245,72.306,111.971,54.183,80.071,92.964,53.377,104.260,102.814,56.700,134.734,84.425,77.300,114.163,97.660,72.629,76.490,104.011,80.965,81.355,85.653,86.382,45.157,85.236,97.323,79.104,100.616,50.510,74.290,100.884,138.260,79.875,73.934,85.463,87.306,98.038,91.533,99.225,79.027,91.693,54.571,67.973,66.159,107.871,105.559,107.783,119.860,105.264,76.817,61.124,109.089,63.324,99.370,118.362,99.542,105.427,145.695,90.526,124.055,72.226,77.007,74.140,119.162,119.964,69.207,60.265,72.350,99.324,127.834,65.374,93.202,81.761,110.503,116.653,66.037,107.330,92.602,72.234,73.747,95.785,133.917,84.241,63.669,90.684,94.986,103.623,105.106,80.828,53.092,99.412,79.005,92.058,68.009,104.809,123.025,95.998,94.932,88.147,78.659,84.553,112.103,78.916,56.317,55.029,96.537,173.929,96.868,74.711,74.503,73.736,71.029,89.600,114.928,38.841,69.585,87.427,59.726,133.507,79.643,123.309,72.478,88.408,71.332,56.354,148.880,61.555,98.430,18.671,89.318,75.060,82.603,85.720,74.539,75.206,66.432,68.493,82.601,70.115,92.108,79.327,89.681,61.513,79.261,166.534,98.407,68.708,74.515,98.478,69.561,67.649,90.978,124.555,97.341,59.129,88.303,110.635,63.479,104.629,82.295,78.670,67.799,68.322,106.425,73.243,129.157,92.210,102.933,64.619,67.252,80.430,64.316,76.189,141.358,87.740,120.279,86.262,58.639,98.420,103.767,54.664,80.358,98.630,83.416,70.386,114.269,58.888,61.041,50.620,50.009,84.927,69.842,49.203,75.321,60.417,66.875,79.026,61.876,73.444,55.349,84.514,97.715,72.891,72.818,69.242,151.636,77.499,59.455,76.513,97.129,86.087,222.558,86.011,50.047,112.849,84.584,103.292,106.182,74.867,123.670,76.027,78.692,75.945,73.128,66.582,60.392,124.477,52.185,71.865,137.658,71.052,67.209,78.205,62.542,129.052,57.240,79.431,105.572,105.201,105.126,119.216,51.074,62.223,76.756,54.204,46.616,96.207,81.772,44.669,125.507,64.048,76.570,63.845,70.517,94.760,99.876,97.587,58.615,55.430,72.993,65.141,105.131,66.482,62.037,61.844,57.872,125.739,62.479,86.214,105.395,62.839,58.388,49.216,45.784,42.973,46.528,66.867,33.799,47.853,46.764,51.552,89.033,77.308,64.561,56.978,119.268,50.920,48.794,45.833,71.727,66.507,64.354,67.636,52.807,59.702,84.009,38.265,140.273,58.189,64.052,67.329,72.041,73.137,104.751,55.190,147.849,79.257,65.378,62.788,76.030,73.077,56.061,88.041,53.126,59.355,58.651,50.687,61.292,51.548,70.029,58.254,59.701,71.331,61.126,86.310,43.340,70.564,48.546,91.289,55.848,61.515,57.045,52.580,57.199,64.434,125.010,107.525,66.989,65.432,40.265,146.731,45.146,55.725,66.169,55.910,59.806,76.830,40.778
